course_code,course_link,course_name,overall,prof_rating,difficulty,workload,professors,tip
MICRO-333,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/wireless-sensor-practicals-MICRO-333,Wireless sensor practicals,3.7 (3),3.3,1.3,1.3 (3),"['Bellouard', 'Subramanian']","don't stress, don't try to understand or start working before week 14 Really hard to fail, TA is chill"
MICRO-333,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/wireless-sensor-practicals-MICRO-333,Wireless sensor practicals,3.7 (3),3.3,1.3,1.3 (3),"['Bellouard', 'Subramanian']","Limited places so watch out, also this year the groups were chosen at random and some people complained about their group chemistry because of that."
MICRO-333,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/wireless-sensor-practicals-MICRO-333,Wireless sensor practicals,3.7 (3),3.3,1.3,1.3 (3),"['Bellouard', 'Subramanian']","just try kicad and do a few things in fusion. even tho it's really lax try to make it worth your time and make something nice (of you want to speed run the class. just copy an existing design from Adafruit, seeedstudio, etc)"
MICRO-333,https://edu.epfl.ch/studyplan/en/bachelor/microengineering/coursebook/wireless-sensor-practicals-MICRO-333,Wireless sensor practicals,3.7 (3),3.3,1.3,1.3 (3),"['Bellouard', 'Subramanian']","just try kicad and do a few things in fusion. even tho it's really lax try to make it worth your time and make something nice (of you want to speed run the class. just copy an existing design from Adafruit, seeedstudio, etc)"
MICRO-401,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/machine-learning-programming-MICRO-401,Machine learning programming,3.3 (3),2.7,2.3,3.3 (2),['Billard'],Check the MT drive you can find all the solutions to the labs
MICRO-401,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/machine-learning-programming-MICRO-401,Machine learning programming,3.3 (3),2.7,2.3,3.3 (2),['Billard'],No that much tips you can do the labs alone as in the exercice session to ask questions if needed
MICRO-401,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/machine-learning-programming-MICRO-401,Machine learning programming,3.3 (3),2.7,2.3,3.3 (2),['Billard'],Solution all exercice on the MT drive. Be cautious as they check for copy and paste sometimes.
MICRO-401,https://edu.epfl.ch/studyplan/en/master/financial-engineering/coursebook/machine-learning-programming-MICRO-401,Machine learning programming,3.3 (3),2.7,2.3,3.3 (2),['Billard'],Solution all exercice on the MT drive. Be cautious as they check for copy and paste sometimes.
MICRO-406,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/products-design-systems-engineering-MICRO-406,Products design & systems engineering,4.5 (2),4,2.5,3.5 (10),"['Bellouard', 'Charbon']",Go talk to coaches at spot to share your design ideas quite early in the project they are very helpful
MICRO-406,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/products-design-systems-engineering-MICRO-406,Products design & systems engineering,4.5 (2),4,2.5,3.5 (10),"['Bellouard', 'Charbon']","Talk a lot to everyone involved in the class to get their opinion and guide your ideas. Also, start implementing your product way earlier than you'd think. There is no time. Try and keep things simple for the prototype as, once again, there is no time."
MICRO-406,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/products-design-systems-engineering-MICRO-406,Products design & systems engineering,4.5 (2),4,2.5,3.5 (10),"['Bellouard', 'Charbon']","Talk a lot to everyone involved in the class to get their opinion and guide your ideas. Also, start implementing your product way earlier than you'd think. There is no time. Try and keep things simple for the prototype as, once again, there is no time."
MICRO-420,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/selected-topics-in-advanced-optics-MICRO-420,Selected topics in advanced optics,4.5 (2),4,1.5,2 (3),['Martin'],For the exercises do not bother coding yourself it is not useful.
MICRO-420,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/selected-topics-in-advanced-optics-MICRO-420,Selected topics in advanced optics,4.5 (2),4,1.5,2 (3),['Martin'],"videos are good, you can do the oral exam in french or english"
MICRO-420,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/selected-topics-in-advanced-optics-MICRO-420,Selected topics in advanced optics,4.5 (2),4,1.5,2 (3),['Martin'],"videos are good, you can do the oral exam in french or english"
MICRO-424,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/optics-laboratories-ii-MICRO-424,Optics laboratories II,5 (1),3,2,4 (3),"['Psaltis', 'Pu']",We never had any feedback on our TP so we didn't know if we could put less work. In the end we had the best grade.
MICRO-424,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/optics-laboratories-ii-MICRO-424,Optics laboratories II,5 (1),3,2,4 (3),"['Psaltis', 'Pu']",We never had any feedback on our TP so we didn't know if we could put less work. In the end we had the best grade.
MICRO-426,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/laser-fundamentals-and-applications-for-engineers-MICRO-426,Laser fundamentals and applications for engineers,4 (1),4,2,2 (3),['Moser'],"You can follow this course from home if you want, slides, videos, everything is provided on moodle, even a polycopié."
MICRO-426,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/laser-fundamentals-and-applications-for-engineers-MICRO-426,Laser fundamentals and applications for engineers,4 (1),4,2,2 (3),['Moser'],"You can follow this course from home if you want, slides, videos, everything is provided on moodle, even a polycopié."
MICRO-444,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/la-science-quantique-une-vision-singuliere-MICRO-444,La science quantique : une vision singulière,4 (1),4,2,3 (3),['Besse'],"Teacher was quite grumpy at the oral, you need to answer questions quickly with confidence otherwise he thinks you don't really know. Otherwise, the prof is quite nice and will organize Q&A sessions and you can ask him to go have a drink without a problem."
MICRO-444,https://edu.epfl.ch/studyplan/en/master/microengineering/coursebook/la-science-quantique-une-vision-singuliere-MICRO-444,La science quantique : une vision singulière,4 (1),4,2,3 (3),['Besse'],"Teacher was quite grumpy at the oral, you need to answer questions quickly with confidence otherwise he thinks you don't really know. Otherwise, the prof is quite nice and will organize Q&A sessions and you can ask him to go have a drink without a problem."
MICRO-450,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/basics-of-robotics-for-manipulation-MICRO-450,Basics of robotics for manipulation,3.5 (4),3.2,2.5,2.5 (3),['Bouri'],You can go to lectures but don’t worry if you don’t the slides are good
MICRO-450,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/basics-of-robotics-for-manipulation-MICRO-450,Basics of robotics for manipulation,3.5 (4),3.2,2.5,2.5 (3),['Bouri'],"Do the previous exams, they're are almost the same as the actual exam. Exercises do not resemble the exam but help understand the material. You don't need to go to class, as he is very unorganized, although he is very nice and lively."
MICRO-450,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/basics-of-robotics-for-manipulation-MICRO-450,Basics of robotics for manipulation,3.5 (4),3.2,2.5,2.5 (3),['Bouri'],just read the slides and practice the mock exams which are fairly easy
MICRO-450,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/basics-of-robotics-for-manipulation-MICRO-450,Basics of robotics for manipulation,3.5 (4),3.2,2.5,2.5 (3),['Bouri'],Exam is similar to exercise. Teacher help you during exercise sessions and assistant are helpful
MICRO-450,https://edu.epfl.ch/studyplan/en/master/neuro-x-section/coursebook/basics-of-robotics-for-manipulation-MICRO-450,Basics of robotics for manipulation,3.5 (4),3.2,2.5,2.5 (3),['Bouri'],Exam is similar to exercise. Teacher help you during exercise sessions and assistant are helpful
MICRO-452,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/basics-of-mobile-robotics-MICRO-452,Basics of mobile robotics,3 (3),3.3,2.3,2.7 (4),['Mondada'],Hope to have a good group :) (group formation is imposed)
MICRO-452,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/basics-of-mobile-robotics-MICRO-452,Basics of mobile robotics,3 (3),3.3,2.3,2.7 (4),['Mondada'],"During the project, make a good plan on what you will be doing and describe in DETAILS what's your project to a head assistant before starting to work on it. Also pray every night to have a good group....."
MICRO-452,https://edu.epfl.ch/studyplan/en/master/communication-systems-master-program/coursebook/basics-of-mobile-robotics-MICRO-452,Basics of mobile robotics,3 (3),3.3,2.3,2.7 (4),['Mondada'],"During the project, make a good plan on what you will be doing and describe in DETAILS what's your project to a head assistant before starting to work on it. Also pray every night to have a good group....."
MICRO-453,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/robotics-practicals-MICRO-453,Robotics practicals,4 (1),3,2,4 (2),"['Billard', 'Boero', 'Bouri', 'Dillenbourg', 'Floreano', 'Micera', 'Mondada', 'Skaloud']","My group chose the practicals based on interest as well as ones that finished earlier in the semester so we did not have to worry about doing this course later in the semester when all the course projects were due, a choice that I appreciate in hindsight."
MICRO-453,https://edu.epfl.ch/studyplan/en/master/robotics/coursebook/robotics-practicals-MICRO-453,Robotics practicals,4 (1),3,2,4 (2),"['Billard', 'Boero', 'Bouri', 'Dillenbourg', 'Floreano', 'Micera', 'Mondada', 'Skaloud']","My group chose the practicals based on interest as well as ones that finished earlier in the semester so we did not have to worry about doing this course later in the semester when all the course projects were due, a choice that I appreciate in hindsight."
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],You do need to do the TP to get a better understanding of the material
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],You don’t need to attend the lectures and the exercises are really boring and useless in general but the exam will be similar to them
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],Consider taking MLP for a better understanding of the lecture material
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],"Not really, old exams and whatnot are not provided by the teaching team. Redo the exercises and hope for the best."
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],"If, during the exam, you don't see the trap in every question, you've fallen into it. The grade doesn't reflect your level of understanding at all."
MICRO-455,https://edu.epfl.ch/studyplan/en/master/electrical-and-electronics-engineering/coursebook/applied-machine-learning-MICRO-455,Applied machine learning,2.7 (7),2.4,3.7,3.4 (4),['Billard'],"work by yourself and forget coming to class. The slides aren't good, use the pdf"
